alias,wbgene
C54D10.14,WBGene00138721
21ur-13442,WBGene00164991
Y51H4A.403,WBGene00164991
21ur-9698,WBGene00164992
Y40H7A.148,WBGene00164992
21ur-13666,WBGene00164993
Y116A8A.66,WBGene00164993
21ur-9733,WBGene00164994
Y105C5A.509,WBGene00164994
21ur-15156,WBGene00164995
Y4C6B.29,WBGene00164995
21ur-13838,WBGene00164996
Y116A8C.200,WBGene00164996
21ur-10879,WBGene00164997
Y105C5A.510,WBGene00164997
21ur-10162,WBGene00164998
Y7A9A.27,WBGene00164998
21ur-8062,WBGene00164999
Y67A10A.146,WBGene00164999
21ur-10875,WBGene00165000
C06E7.46,WBGene00165000
21ur-8807,WBGene00165001
Y51H4A.404,WBGene00165001
21ur-13275,WBGene00165002
Y73B6BR.6,WBGene00165002
21ur-10772,WBGene00165003
Y105C5B.612,WBGene00165003
21ur-12132,WBGene00165004
Y64G10A.166,WBGene00165004
21ur-12650,WBGene00165005
Y43D4A.69,WBGene00165005
21ur-10780,WBGene00165006
Y40H7A.149,WBGene00165006
21ur-5517,WBGene00165007
F02H6.34,WBGene00165007
21ur-11798,WBGene00165009
B0273.39,WBGene00165009
21ur-6438,WBGene00165010
Y67A10A.147,WBGene00165010
21ur-14214,WBGene00165011
H08M01.56,WBGene00165011
21ur-13773,WBGene00165012
Y51H4A.406,WBGene00165012
21ur-14731,WBGene00165013
ZC477.11,WBGene00165013
21ur-13331,WBGene00165014
Y57G11B.98,WBGene00165014
21ur-12098,WBGene00165015
H12I19.52,WBGene00165015
21ur-14343,WBGene00165016
C06G8.5,WBGene00165016
21ur-5533,WBGene00165017
W03F8.34,WBGene00165017
21ur-8237,WBGene00165018
H12I19.53,WBGene00165018
21ur-11415,WBGene00165019
Y105C5A.511,WBGene00165019
21ur-10381,WBGene00165020
Y40H7A.150,WBGene00165020
21ur-8417,WBGene00165021
F55B11.60,WBGene00165021
21ur-7663,WBGene00165022
Y105C5A.512,WBGene00165022
21ur-13460,WBGene00165023
Y105C5B.613,WBGene00165023
21ur-13551,WBGene00165024
Y7A9A.28,WBGene00165024
21ur-6855,WBGene00165025
Y45F10B.30,WBGene00165025
21ur-9589,WBGene00165026
C03C11.3,WBGene00165026
21ur-11151,WBGene00165027
Y73F8A.500,WBGene00165027
21ur-6431,WBGene00165028
Y67A10A.148,WBGene00165028
21ur-9824,WBGene00165029
Y40H7A.151,WBGene00165029
21ur-5719,WBGene00165030
Y57G11C.500,WBGene00165030
21ur-9354,WBGene00165031
Y105C5A.513,WBGene00165031
21ur-7930,WBGene00165032
Y105C5A.514,WBGene00165032
21ur-14211,WBGene00165033
W06F12.4,WBGene00165033
21ur-10350,WBGene00165034
Y51H4A.407,WBGene00165034
21ur-12577,WBGene00165035
Y105C5A.515,WBGene00165035
21ur-8400,WBGene00165036
Y57G11C.501,WBGene00165036
21ur-8299,WBGene00165037
C08F11.55,WBGene00165037
21ur-9842,WBGene00165038
LLC1.46,WBGene00165038
21ur-5880,WBGene00165039
Y51H4A.408,WBGene00165039
21ur-13486,WBGene00165040
Y41E3.215,WBGene00165040
21ur-5951,WBGene00165041
Y37A1A.73,WBGene00165041
21ur-10453,WBGene00165042
C52D10.58,WBGene00165042
21ur-7485,WBGene00165043
Y73F8A.501,WBGene00165043
21ur-12258,WBGene00165044
F25B3.7,WBGene00165044
21ur-8436,WBGene00165045
R05A10.62,WBGene00165045
21ur-10091,WBGene00165046
H34C03.3,WBGene00165046
21ur-12645,WBGene00165047
F36H12.34,WBGene00165047
21ur-7066,WBGene00165048
H04M03.28,WBGene00165048
21ur-15672,WBGene00165049
Y9C9A.37,WBGene00165049
21ur-14049,WBGene00165050
Y105C5B.614,WBGene00165050
21ur-14338,WBGene00165051
T23G4.53,WBGene00165051
21ur-12499,WBGene00165052
W04B5.7,WBGene00165052
21ur-8229,WBGene00165053
Y40H7A.152,WBGene00165053
21ur-13726,WBGene00165054
Y105C5A.516,WBGene00165054
21ur-12136,WBGene00165055
Y105C5A.517,WBGene00165055
21ur-13558,WBGene00165056
ZK616.23,WBGene00165056
21ur-10440,WBGene00165057
F55B11.61,WBGene00165057
21ur-13038,WBGene00165058
Y105C5A.518,WBGene00165058
21ur-11728,WBGene00165059
Y40C5A.6,WBGene00165059
21ur-14285,WBGene00165060
Y73F8A.502,WBGene00165060
21ur-8284,WBGene00165061
F35D6.3,WBGene00165061
21ur-8433,WBGene00165062
Y41E3.216,WBGene00165062
21ur-14301,WBGene00165063
R05A10.63,WBGene00165063
21ur-12835,WBGene00165064
Y45F10D.60,WBGene00165064
21ur-10741,WBGene00165065
Y57G11A.84,WBGene00165065
21ur-7502,WBGene00165066
F41H10.13,WBGene00165066
21ur-10237,WBGene00165067
C50F7.11,WBGene00165067
21ur-9218,WBGene00165068
T27E7.38,WBGene00165068
21ur-8833,WBGene00165069
LLC1.47,WBGene00165069
21ur-12888,WBGene00165070
F55B11.62,WBGene00165070
21ur-6770,WBGene00165071
F58F9.12,WBGene00165071
21ur-7604,WBGene00165072
Y105C5B.615,WBGene00165072
21ur-8215,WBGene00165073
Y73F8A.503,WBGene00165073
21ur-7800,WBGene00165074
Y105C5B.616,WBGene00165074
21ur-13468,WBGene00165075
Y41E3.217,WBGene00165075
21ur-12485,WBGene00165076
K03B8.12,WBGene00165076
21ur-11811,WBGene00165077
B0478.4,WBGene00165077
21ur-10445,WBGene00165078
Y105C5A.519,WBGene00165078
21ur-10064,WBGene00165079
Y73F8A.504,WBGene00165079
21ur-14832,WBGene00165080
F44E8.16,WBGene00165080
21ur-8247,WBGene00165081
Y105C5B.617,WBGene00165081
21ur-15040,WBGene00165082
Y73F8A.505,WBGene00165082
21ur-12052,WBGene00165083
LLC1.48,WBGene00165083
21ur-12165,WBGene00165084
B0478.5,WBGene00165084
21ur-5762,WBGene00165085
Y10G11A.31,WBGene00165085
21ur-9405,WBGene00165086
H32C10.28,WBGene00165086
21ur-11486,WBGene00165087
ZK550.22,WBGene00165087
21ur-7598,WBGene00165088
Y51H4A.409,WBGene00165088
21ur-6929,WBGene00165089
C46G7.36,WBGene00165089
21ur-6337,WBGene00165090
C55C3.31,WBGene00165090
21ur-13449,WBGene00165091
Y116A8B.34,WBGene00165091
21ur-15148,WBGene00165092
F07A11.7,WBGene00165092
21ur-13001,WBGene00165093
K02B2.20,WBGene00165093
21ur-7868,WBGene00165094
C24D10.23,WBGene00165094
21ur-12977,WBGene00165095
F36F2.9,WBGene00165095
21ur-10593,WBGene00165096
Y45F10B.31,WBGene00165096
21ur-14473,WBGene00165097
Y116A8B.35,WBGene00165097
21ur-12443,WBGene00165098
Y57G11A.85,WBGene00165098
21ur-12966,WBGene00165099
Y64G10A.167,WBGene00165099
21ur-7671,WBGene00165100
B0513.43,WBGene00165100
21ur-5834,WBGene00165101
Y73F8A.506,WBGene00165101
21ur-14042,WBGene00165102
Y64G10A.168,WBGene00165102
21ur-6785,WBGene00165103
Y116A8C.201,WBGene00165103
21ur-14476,WBGene00165104
Y73F8A.507,WBGene00165104
21ur-6752,WBGene00165105
Y40H7A.153,WBGene00165105
21ur-12329,WBGene00165106
Y73F8A.508,WBGene00165106
21ur-9451,WBGene00165107
Y73F8A.509,WBGene00165107
21ur-7545,WBGene00165108
M199.69,WBGene00165108
21ur-14626,WBGene00165109
Y73F8A.510,WBGene00165109
21ur-9149,WBGene00165110
Y57G11C.502,WBGene00165110
21ur-8793,WBGene00165111
Y105C5A.520,WBGene00165111
21ur-14003,WBGene00165112
C35D6.61,WBGene00165112
21ur-7398,WBGene00165113
Y51H4A.410,WBGene00165113
21ur-6548,WBGene00165114
C09B9.23,WBGene00165114
21ur-9100,WBGene00165115
Y105C5B.618,WBGene00165115
21ur-10948,WBGene00165116
Y45F10D.61,WBGene00165116
21ur-12069,WBGene00165117
Y57G11C.503,WBGene00165117
21ur-6403,WBGene00165118
M199.70,WBGene00165118
21ur-15553,WBGene00165119
Y41E3.218,WBGene00165119
21ur-8717,WBGene00165120
Y51H4A.411,WBGene00165120
21ur-9420,WBGene00165121
Y57G11C.504,WBGene00165121
21ur-7774,WBGene00165122
Y41E3.219,WBGene00165122
21ur-10345,WBGene00165123
Y73F8A.511,WBGene00165123
21ur-9891,WBGene00165124
Y105C5B.619,WBGene00165124
21ur-14703,WBGene00165125
Y59E9AL.15,WBGene00165125
21ur-12382,WBGene00165126
F38C2.48,WBGene00165126
21ur-5618,WBGene00165127
Y57G11C.505,WBGene00165127
21ur-7333,WBGene00165128
Y73F8A.512,WBGene00165128
21ur-8730,WBGene00165129
Y4C6A.21,WBGene00165129
21ur-14035,WBGene00165130
Y73F8A.513,WBGene00165130
21ur-14406,WBGene00165131
Y116A8C.202,WBGene00165131
21ur-6107,WBGene00165132
Y40H7A.154,WBGene00165132
21ur-12538,WBGene00165133
Y41E3.220,WBGene00165133
21ur-11762,WBGene00165134
H32C10.29,WBGene00165134
21ur-10836,WBGene00165135
Y105C5A.521,WBGene00165135
21ur-8989,WBGene00165136
T13F2.13,WBGene00165136
21ur-15419,WBGene00165137
Y57G11C.506,WBGene00165137
21ur-15309,WBGene00165138
Y41E3.221,WBGene00165138
21ur-14007,WBGene00165139
Y57G11B.99,WBGene00165139
21ur-13810,WBGene00165140
H35B03.8,WBGene00165140
21ur-15469,WBGene00165141
C47A4.73,WBGene00165141
21ur-12723,WBGene00165142
Y105C5B.620,WBGene00165142
21ur-10734,WBGene00165143
F26D12.29,WBGene00165143
21ur-6139,WBGene00165144
B0273.40,WBGene00165144
21ur-7805,WBGene00165146
Y105C5B.621,WBGene00165146
21ur-7541,WBGene00165147
C05B10.3,WBGene00165147
21ur-14066,WBGene00165148
F57F5.6,WBGene00165148
21ur-7918,WBGene00165149
Y67A10A.149,WBGene00165149
21ur-11855,WBGene00165150
M199.71,WBGene00165150
21ur-11959,WBGene00165151
Y7A9D.26,WBGene00165151
21ur-11831,WBGene00165152
Y73F8A.514,WBGene00165152
21ur-7474,WBGene00165153
C52D10.59,WBGene00165153
21ur-10467,WBGene00165154
Y116A8B.36,WBGene00165154
21ur-7853,WBGene00165155
Y105C5B.622,WBGene00165155
21ur-10787,WBGene00165156
Y73F8A.515,WBGene00165156
21ur-8479,WBGene00165157
Y73F8A.516,WBGene00165157
21ur-13225,WBGene00165158
B0273.41,WBGene00165158
21ur-10840,WBGene00165159
Y105C5A.522,WBGene00165159
21ur-12458,WBGene00165160
Y57G11C.507,WBGene00165160
21ur-6421,WBGene00165161
Y41E3.222,WBGene00165161
21ur-5944,WBGene00165162
Y67A10A.150,WBGene00165162
21ur-7229,WBGene00165163
C01G5.10,WBGene00165163
21ur-7751,WBGene00165164
C06A12.9,WBGene00165164
21ur-5959,WBGene00165165
F41H10.14,WBGene00165165
21ur-15701,WBGene00165166
Y57G11C.508,WBGene00165166
21ur-11339,WBGene00165167
Y51H4A.413,WBGene00165167
21ur-7910,WBGene00165168
Y73F8A.517,WBGene00165168
21ur-10193,WBGene00165169
Y40H7A.155,WBGene00165169
21ur-13231,WBGene00165170
Y105C5B.623,WBGene00165170
21ur-14370,WBGene00165171
Y73F8A.518,WBGene00165171
21ur-11737,WBGene00165172
Y105C5A.523,WBGene00165172
21ur-5899,WBGene00165173
Y67A10A.151,WBGene00165173
21ur-5829,WBGene00165174
Y105C5B.624,WBGene00165174
21ur-5669,WBGene00165175
Y40H7A.156,WBGene00165175
21ur-15245,WBGene00165176
Y73F8A.519,WBGene00165176
21ur-13152,WBGene00165177
T06A10.44,WBGene00165177
21ur-12260,WBGene00165178
Y9C9A.38,WBGene00165178
21ur-11789,WBGene00165179
T23G4.54,WBGene00165179
21ur-12855,WBGene00165180
Y105C5B.625,WBGene00165180
21ur-6028,WBGene00165181
C11D2.42,WBGene00165181
21ur-12768,WBGene00165182
T12E12.21,WBGene00165182
21ur-8122,WBGene00165183
C47A4.74,WBGene00165183
21ur-14880,WBGene00165184
Y45F10D.62,WBGene00165184
21ur-6706,WBGene00165185
Y105C5B.626,WBGene00165185
21ur-14530,WBGene00165186
Y105C5A.524,WBGene00165186
21ur-13308,WBGene00165187
Y57G11B.100,WBGene00165187
21ur-13392,WBGene00165188
R03H4.10,WBGene00165188
21ur-10414,WBGene00165189
Y40H7A.157,WBGene00165189
21ur-12332,WBGene00165190
Y10G11A.32,WBGene00165190
21ur-14892,WBGene00165191
C11D2.43,WBGene00165191
21ur-12224,WBGene00165192
R07E3.8,WBGene00165192
21ur-12007,WBGene00165193
Y41E3.223,WBGene00165193
21ur-15624,WBGene00165194
F49E10.7,WBGene00165194
21ur-13923,WBGene00165195
Y73F8A.520,WBGene00165195
21ur-12876,WBGene00165196
Y51H4A.414,WBGene00165196
21ur-8558,WBGene00165197
Y7A9D.27,WBGene00165197
21ur-10728,WBGene00165198
Y43D4A.70,WBGene00165198
21ur-6698,WBGene00165199
Y73F8A.521,WBGene00165199
21ur-12716,WBGene00165200
Y105C5B.627,WBGene00165200
21ur-7232,WBGene00165201
T13A10.15,WBGene00165201
21ur-12013,WBGene00165202
Y15E3A.6,WBGene00165202
21ur-7204,WBGene00165203
T13A10.16,WBGene00165203
21ur-8509,WBGene00165204
Y73F8A.522,WBGene00165204
21ur-15215,WBGene00165205
Y64G10A.169,WBGene00165205
21ur-9430,WBGene00165206
Y57G11C.509,WBGene00165206
21ur-10846,WBGene00165207
C47A4.75,WBGene00165207
21ur-13738,WBGene00165208
Y57G11C.510,WBGene00165208
21ur-6522,WBGene00165209
F52B11.43,WBGene00165209
21ur-13044,WBGene00165210
C10G6.22,WBGene00165210
21ur-10657,WBGene00165211
VY10G11R.31,WBGene00165211
21ur-13281,WBGene00165212
C47A4.76,WBGene00165212
21ur-15590,WBGene00165213
ZK250.11,WBGene00165213
21ur-10718,WBGene00165214
C49A9.13,WBGene00165214
21ur-14925,WBGene00165215
Y105C5A.525,WBGene00165215
21ur-6205,WBGene00165217
Y105C5A.526,WBGene00165217
21ur-15086,WBGene00165218
Y73F8A.523,WBGene00165218
21ur-8129,WBGene00165219
C08F11.56,WBGene00165219
21ur-14461,WBGene00165220
T19E7.7,WBGene00165220
21ur-7480,WBGene00165221
Y105C5B.628,WBGene00165221
21ur-14927,WBGene00165222
F13G11.56,WBGene00165222
21ur-8652,WBGene00165223
Y105C5B.629,WBGene00165223
21ur-6912,WBGene00165224
Y57G11A.86,WBGene00165224
21ur-12619,WBGene00165225
Y51H4A.416,WBGene00165225
21ur-8489,WBGene00165226
H25K10.59,WBGene00165226
21ur-5892,WBGene00165227
B0273.42,WBGene00165227
21ur-6794,WBGene00165228
Y37A1B.150,WBGene00165228
21ur-11607,WBGene00165229
F59B8.3,WBGene00165229
21ur-6866,WBGene00165230
Y105C5A.527,WBGene00165230
21ur-5488,WBGene00165231
Y57G11C.511,WBGene00165231
21ur-7987,WBGene00165232
Y73F8A.524,WBGene00165232
21ur-12981,WBGene00165233
R102.12,WBGene00165233
21ur-11923,WBGene00165234
F55B11.63,WBGene00165234
21ur-7717,WBGene00165235
Y105C5A.528,WBGene00165235
21ur-5496,WBGene00165236
Y67A10A.152,WBGene00165236
21ur-11584,WBGene00165237
Y51H4A.417,WBGene00165237
21ur-7886,WBGene00165238
H25K10.60,WBGene00165238
21ur-6114,WBGene00165239
Y51H4A.418,WBGene00165239
21ur-10729,WBGene00165240
M03D4.28,WBGene00165240
21ur-14394,WBGene00165241
Y116A8C.203,WBGene00165241
21ur-7166,WBGene00165242
C08F11.57,WBGene00165242
21ur-12155,WBGene00165243
Y45F10C.8,WBGene00165243
21ur-10391,WBGene00165244
Y64G10A.170,WBGene00165244
21ur-12583,WBGene00165245
Y73F8A.525,WBGene00165245
21ur-10921,WBGene00165246
C35D6.62,WBGene00165246
21ur-13435,WBGene00165247
W03B1.10,WBGene00165247
21ur-5925,WBGene00165248
Y45F10D.63,WBGene00165248
21ur-9503,WBGene00165249
H32C10.30,WBGene00165249
21ur-13051,WBGene00165250
T12E12.22,WBGene00165250
21ur-11648,WBGene00165251
Y105C5B.630,WBGene00165251
21ur-6922,WBGene00165252
Y57G11C.512,WBGene00165252
21ur-13086,WBGene00165253
B0273.43,WBGene00165253
21ur-6919,WBGene00165254
C47A4.77,WBGene00165254
21ur-13765,WBGene00165255
Y57G11C.513,WBGene00165255
21ur-6570,WBGene00165256
F35D6.4,WBGene00165256
21ur-13292,WBGene00165257
R03A10.7,WBGene00165257
21ur-7249,WBGene00165258
Y37A1A.74,WBGene00165258
21ur-13328,WBGene00165259
Y105C5B.631,WBGene00165259
21ur-5814,WBGene00165260
T06A10.45,WBGene00165260
21ur-14963,WBGene00165261
C35D6.63,WBGene00165261
21ur-14204,WBGene00165262
Y37A1B.151,WBGene00165262
21ur-5525,WBGene00165263
Y40H7A.158,WBGene00165263
21ur-6811,WBGene00165264
Y105C5B.632,WBGene00165264
21ur-10823,WBGene00165265
Y73F8A.526,WBGene00165265
21ur-9163,WBGene00165266
Y40H7A.159,WBGene00165266
21ur-8461,WBGene00165267
C01B10.12,WBGene00165267
21ur-6686,WBGene00165268
H16O14.22,WBGene00165268
21ur-7927,WBGene00165269
Y73F8A.527,WBGene00165269
21ur-10419,WBGene00165270
H12I19.54,WBGene00165270
21ur-12087,WBGene00165271
Y73F8A.528,WBGene00165271
21ur-14728,WBGene00165272
Y57G11B.101,WBGene00165272
21ur-14428,WBGene00165273
Y73B6BL.85,WBGene00165273
21ur-14769,WBGene00165274
C44C3.12,WBGene00165274
21ur-6720,WBGene00165275
B0513.44,WBGene00165275
21ur-13324,WBGene00165276
F35C11.8,WBGene00165276
21ur-8198,WBGene00165277
Y41E3.224,WBGene00165277
21ur-5818,WBGene00165278
Y105C5A.529,WBGene00165278
21ur-15533,WBGene00165279
C06E7.47,WBGene00165279
21ur-8625,WBGene00165280
T06A10.46,WBGene00165280
21ur-14014,WBGene00165281
Y51H4A.419,WBGene00165281
21ur-12938,WBGene00165282
VY10G11R.32,WBGene00165282
21ur-8001,WBGene00165283
Y105C5A.530,WBGene00165283
21ur-11829,WBGene00165284
H32C10.31,WBGene00165284
21ur-11310,WBGene00165285
Y73B6BL.86,WBGene00165285
21ur-10280,WBGene00165286
H32C10.32,WBGene00165286
21ur-10694,WBGene00165287
Y67A10A.153,WBGene00165287
21ur-14889,WBGene00165288
R05G6.13,WBGene00165288
21ur-6768,WBGene00165289
Y73F8A.529,WBGene00165289
21ur-6328,WBGene00165290
Y51H4A.420,WBGene00165290
21ur-5749,WBGene00165291
F23B2.20,WBGene00165291
21ur-5858,WBGene00165292
Y57G11C.514,WBGene00165292
21ur-8510,WBGene00165293
Y51H4A.421,WBGene00165293
21ur-12659,WBGene00165294
Y67A10A.154,WBGene00165294
21ur-6843,WBGene00165295
Y4C6B.30,WBGene00165295
21ur-6378,WBGene00165296
H25K10.61,WBGene00165296
21ur-8407,WBGene00165297
C09B9.24,WBGene00165297
21ur-8323,WBGene00165298
Y51H4A.422,WBGene00165298
21ur-11421,WBGene00165299
Y73F8A.530,WBGene00165299
21ur-11950,WBGene00165300
B0273.44,WBGene00165300
21ur-14327,WBGene00165301
Y40H7A.160,WBGene00165301
21ur-13790,WBGene00165302
Y9C9A.39,WBGene00165302
21ur-13651,WBGene00165303
K02D10.6,WBGene00165303
21ur-7566,WBGene00165304
Y57G11C.515,WBGene00165304
21ur-15424,WBGene00165305
C07C7.2,WBGene00165305
21ur-15026,WBGene00165306
F42C5.11,WBGene00165306
21ur-10188,WBGene00165307
Y105C5B.633,WBGene00165307
21ur-9080,WBGene00165308
Y105C5A.531,WBGene00165308
21ur-15274,WBGene00165309
Y73F8A.531,WBGene00165309
21ur-9910,WBGene00165310
F13G11.57,WBGene00165310
21ur-10537,WBGene00165311
Y57G11C.516,WBGene00165311
21ur-11233,WBGene00165312
Y105C5B.634,WBGene00165312
21ur-13998,WBGene00165313
Y105C5B.635,WBGene00165313
21ur-5878,WBGene00165314
Y57G11C.517,WBGene00165314
21ur-10769,WBGene00165315
Y51H4A.423,WBGene00165315
21ur-9492,WBGene00165316
Y73B6BR.7,WBGene00165316
21ur-10127,WBGene00165317
B0547.6,WBGene00165317
21ur-13193,WBGene00165318
C06C6.11,WBGene00165318
21ur-8046,WBGene00165319
M199.72,WBGene00165319
21ur-6495,WBGene00165320
Y41E3.225,WBGene00165320
21ur-7456,WBGene00165321
Y105C5B.636,WBGene00165321
21ur-15621,WBGene00165322
Y73F8A.532,WBGene00165322
21ur-9672,WBGene00165323
Y105C5A.532,WBGene00165323
21ur-11084,WBGene00165324
F56C4.5,WBGene00165324
21ur-9730,WBGene00165325
C31H1.36,WBGene00165325
21ur-15166,WBGene00165326
Y57G11C.518,WBGene00165326
21ur-13304,WBGene00165327
Y105C5B.637,WBGene00165327
21ur-13126,WBGene00165328
Y105C5B.638,WBGene00165328
21ur-9701,WBGene00165329
Y57G11A.87,WBGene00165329
21ur-7348,WBGene00165330
Y116A8C.204,WBGene00165330
21ur-12117,WBGene00165331
Y73F8A.533,WBGene00165331
21ur-9836,WBGene00165332
F27C8.7,WBGene00165332
21ur-12958,WBGene00165333
H32C10.33,WBGene00165333
21ur-12480,WBGene00165334
Y105C5B.639,WBGene00165334
21ur-13713,WBGene00165335
Y105C5A.533,WBGene00165335
21ur-10554,WBGene00165336
Y73B6BL.87,WBGene00165336
21ur-13970,WBGene00165337
Y105C5B.640,WBGene00165337
21ur-14680,WBGene00165338
C01B10.13,WBGene00165338
21ur-12918,WBGene00165339
T23G4.55,WBGene00165339
21ur-12953,WBGene00165340
Y57G11C.519,WBGene00165340
21ur-5773,WBGene00165341
Y64G10A.171,WBGene00165341
21ur-12113,WBGene00165342
F13G11.58,WBGene00165342
21ur-10795,WBGene00165343
C35D6.64,WBGene00165343
21ur-10433,WBGene00165344
Y105C5A.534,WBGene00165344
21ur-10576,WBGene00165345
C02B10.30,WBGene00165345
21ur-14363,WBGene00165346
C02B8.8,WBGene00165346
21ur-6287,WBGene00165347
Y64G10A.172,WBGene00165347
21ur-6952,WBGene00165348
Y57G11C.520,WBGene00165348
21ur-6541,WBGene00165349
Y116A8A.67,WBGene00165349
21ur-8660,WBGene00165350
Y105C5B.641,WBGene00165350
21ur-7185,WBGene00165351
Y73F8A.534,WBGene00165351
21ur-12711,WBGene00165352
Y105C5A.535,WBGene00165352
21ur-11697,WBGene00165353
Y116A8C.205,WBGene00165353
21ur-11144,WBGene00165354
Y73F8A.535,WBGene00165354
21ur-6124,WBGene00165355
Y105C5A.536,WBGene00165355
21ur-15630,WBGene00165356
Y38F2AL.7,WBGene00165356
21ur-14095,WBGene00165357
B0454.11,WBGene00165357
21ur-8314,WBGene00165358
Y57G11C.521,WBGene00165358
21ur-6321,WBGene00165359
T28H11.9,WBGene00165359
21ur-12413,WBGene00165360
Y105C5A.537,WBGene00165360
21ur-7124,WBGene00165361
Y116A8C.206,WBGene00165361
21ur-12343,WBGene00165362
Y40H7A.161,WBGene00165362
21ur-6501,WBGene00165363
H08M01.57,WBGene00165363
21ur-8113,WBGene00165364
Y73B6BL.88,WBGene00165364
21ur-10756,WBGene00165365
F36H12.35,WBGene00165365
21ur-13039,WBGene00165366
Y57G11B.102,WBGene00165366
21ur-12513,WBGene00165367
Y105C5A.538,WBGene00165367
21ur-6931,WBGene00165368
T12E12.23,WBGene00165368
21ur-13340,WBGene00165369
Y73F8A.536,WBGene00165369
21ur-8727,WBGene00165370
Y4C6A.22,WBGene00165370
21ur-11471,WBGene00165371
Y57G11C.522,WBGene00165371
21ur-10256,WBGene00165372
Y45F10D.64,WBGene00165372
21ur-9312,WBGene00165373
Y105C5A.539,WBGene00165373
21ur-14970,WBGene00165374
F25E2.6,WBGene00165374
21ur-5648,WBGene00165375
Y64G10A.173,WBGene00165375
21ur-11903,WBGene00165376
F36A4.17,WBGene00165376
21ur-6178,WBGene00165377
Y41E3.226,WBGene00165377
21ur-11769,WBGene00165378
Y57G11C.523,WBGene00165378
21ur-6198,WBGene00165379
C02B10.31,WBGene00165379
21ur-10022,WBGene00165380
Y7A9A.29,WBGene00165380
21ur-9649,WBGene00165381
Y17G9A.26,WBGene00165381
21ur-14856,WBGene00165382
F28F9.5,WBGene00165382
21ur-11991,WBGene00165383
B0513.45,WBGene00165383
21ur-6454,WBGene00165384
T06A10.47,WBGene00165384
21ur-12515,WBGene00165385
Y57G11A.88,WBGene00165385
21ur-8505,WBGene00165386
C47A4.78,WBGene00165386
21ur-6663,WBGene00165387
Y43D4A.71,WBGene00165387
21ur-11177,WBGene00165388
Y51H4A.424,WBGene00165388
21ur-10293,WBGene00165389
Y105C5A.540,WBGene00165389
21ur-9383,WBGene00165390
Y41E3.227,WBGene00165390
21ur-15402,WBGene00165391
F56A12.7,WBGene00165391
21ur-9930,WBGene00165392
F26D12.30,WBGene00165392
21ur-6732,WBGene00165393
Y73F8A.537,WBGene00165393
21ur-6606,WBGene00165394
Y73F8A.538,WBGene00165394
21ur-10038,WBGene00165395
Y37A1B.152,WBGene00165395
21ur-7188,WBGene00165396
Y105C5B.642,WBGene00165396
21ur-10631,WBGene00165397
Y37A1B.153,WBGene00165397
21ur-8979,WBGene00165398
Y40H7A.162,WBGene00165398
21ur-9565,WBGene00165399
C09B9.25,WBGene00165399
21ur-13927,WBGene00165400
Y64G10A.174,WBGene00165400
21ur-12891,WBGene00165401
Y64G10A.175,WBGene00165401
21ur-12460,WBGene00165402
C39H7.25,WBGene00165402
21ur-11507,WBGene00165403
B0273.45,WBGene00165403
21ur-8963,WBGene00165404
H34C03.4,WBGene00165404
21ur-10634,WBGene00165405
Y105C5B.643,WBGene00165405
21ur-10862,WBGene00165406
C55C3.32,WBGene00165406
21ur-9346,WBGene00165407
Y57G11B.103,WBGene00165407
21ur-13150,WBGene00165408
K09C8.10,WBGene00165408
21ur-14236,WBGene00165409
Y116A8C.207,WBGene00165409
21ur-6371,WBGene00165410
C02B10.32,WBGene00165410
21ur-13957,WBGene00165411
C27H2.57,WBGene00165411
21ur-6100,WBGene00165412
Y73F8A.539,WBGene00165412
21ur-9784,WBGene00165413
Y51H4A.425,WBGene00165413
21ur-5885,WBGene00165414
Y4C6A.23,WBGene00165414
21ur-13012,WBGene00165415
C36B7.9,WBGene00165415
21ur-9940,WBGene00165416
Y41E3.228,WBGene00165416
21ur-12472,WBGene00165417
M199.73,WBGene00165417
21ur-8278,WBGene00165418
C55C3.33,WBGene00165418
21ur-13968,WBGene00165419
F36H12.36,WBGene00165419
21ur-11300,WBGene00165420
Y57G11A.89,WBGene00165420
21ur-9371,WBGene00165421
ZK550.23,WBGene00165421
21ur-6991,WBGene00165422
H25K10.62,WBGene00165422
21ur-14154,WBGene00165423
K06H6.7,WBGene00165423
21ur-12148,WBGene00165424
Y40H7A.163,WBGene00165424
21ur-6992,WBGene00165425
Y105C5B.644,WBGene00165425
21ur-8529,WBGene00165426
W03F8.35,WBGene00165426
21ur-7519,WBGene00165427
H08M01.58,WBGene00165427
21ur-15149,WBGene00165428
F26D12.31,WBGene00165428
21ur-14434,WBGene00165429
ZK616.24,WBGene00165429
21ur-10119,WBGene00165430
T13F2.14,WBGene00165430
21ur-9902,WBGene00165431
H06H21.13,WBGene00165431
21ur-14368,WBGene00165432
H04M03.29,WBGene00165432
21ur-5523,WBGene00165433
Y105C5A.541,WBGene00165433
21ur-13984,WBGene00165434
Y105C5A.542,WBGene00165434
21ur-11701,WBGene00165435
F02H6.35,WBGene00165435
21ur-9617,WBGene00165436
Y105C5A.543,WBGene00165436
21ur-7562,WBGene00165438
Y116A8B.37,WBGene00165438
21ur-14742,WBGene00165439
T10E9.10,WBGene00165439
21ur-14638,WBGene00165440
Y51H4A.427,WBGene00165440
21ur-11468,WBGene00165441
Y116A8A.68,WBGene00165441
21ur-11196,WBGene00165442
ZK616.25,WBGene00165442
21ur-15495,WBGene00165443
