alias,wbgene
C17B7.1,WBGene00006126
str-64,WBGene00006127
T28A11.1,WBGene00006127
str-66,WBGene00006128
Y73C8C.5,WBGene00006128
str-67,WBGene00006129
K10C9.6,WBGene00006129
str-68,WBGene00006130
Y73C8C.6,WBGene00006130
str-69,WBGene00006131
Y73C8C.11,WBGene00006131
str-70,WBGene00006132
C50H11.16,WBGene00006132
str-71,WBGene00006133
T23F1.4,WBGene00006133
str-73,WBGene00006134
F26D2.1,WBGene00006134
str-74,WBGene00006135
C14H10.4,WBGene00006135
str-76,WBGene00006136
C01B4.10,WBGene00006136
str-77,WBGene00006137
W06D12.4,WBGene00006137
str-78,WBGene00006138
Y40H7A.1,WBGene00006138
str-79,WBGene00006139
F52D2.9,WBGene00006139
str-81,WBGene00006140
T26H2.6,WBGene00006140
str-82,WBGene00006141
B0213.8,WBGene00006141
str-83,WBGene00006142
B0213.7,WBGene00006142
str-84,WBGene00006143
F59E11.13,WBGene00006143
str-85,WBGene00006144
F59E11.15,WBGene00006144
str-86,WBGene00006145
F59E11.14,WBGene00006145
str-87,WBGene00006146
F59E11.16,WBGene00006146
str-88,WBGene00006147
R08H2.2,WBGene00006147
str-89,WBGene00006148
F59A1.4,WBGene00006148
str-90,WBGene00006149
F58G4.2,WBGene00006149
str-92,WBGene00006150
F59A1.3,WBGene00006150
str-93,WBGene00006151
F59A1.14,WBGene00006151
str-94,WBGene00006152
F07C3.8,WBGene00006152
str-96,WBGene00006153
T10H4.2,WBGene00006153
str-97,WBGene00006154
F10A3.8,WBGene00006154
str-99,WBGene00006155
F10A3.6,WBGene00006155
str-101,WBGene00006156
Y6E2A.2,WBGene00006156
str-102,WBGene00006157
R08H2.13,WBGene00006157
str-103,WBGene00006158
F44G3.1,WBGene00006158
str-106,WBGene00006159
K05D4.2,WBGene00006159
str-108,WBGene00006160
F10A3.13,WBGene00006160
str-109,WBGene00006161
F10A3.5,WBGene00006161
str-111,WBGene00006162
F10A3.15,WBGene00006162
str-112,WBGene00006163
F10D2.4,WBGene00006163
str-113,WBGene00006164
Y39H10B.1,WBGene00006164
str-114,WBGene00006165
F59B1.1,WBGene00006165
str-115,WBGene00006166
F07B10.3,WBGene00006166
str-116,WBGene00006167
F07B10.2,WBGene00006167
str-117,WBGene00006168
T26H5.7,WBGene00006168
str-118,WBGene00006169
F57A8.3,WBGene00006169
str-119,WBGene00006170
C13B7.5,WBGene00006170
str-120,WBGene00006171
C13B7.2,WBGene00006171
str-121,WBGene00006172
R02C2.5,WBGene00006172
str-122,WBGene00006173
W03D2.10,WBGene00006173
str-123,WBGene00006174
T22H6.4,WBGene00006174
str-124,WBGene00006175
T22H6.3,WBGene00006175
str-125,WBGene00006176
T05E12.1,WBGene00006176
str-128,WBGene00006177
C09H5.8,WBGene00006177
str-129,WBGene00006178
F58G4.5,WBGene00006178
str-130,WBGene00006179
C09H5.9,WBGene00006179
str-131,WBGene00006180
C09H5.6,WBGene00006180
str-133,WBGene00006181
C05E4.5,WBGene00006181
str-134,WBGene00006182
C05E4.6,WBGene00006182
str-135,WBGene00006183
F21F8.10,WBGene00006183
str-136,WBGene00006184
F21F8.9,WBGene00006184
str-137,WBGene00006185
F21F8.8,WBGene00006185
str-139,WBGene00006186
ZC513.9,WBGene00006186
str-138,WBGene00006187
ZC513.11,WBGene00006187
str-140,WBGene00006188
C09H5.3,WBGene00006188
str-141,WBGene00006189
F47G9.2,WBGene00006189
str-143,WBGene00006190
C09H5.4,WBGene00006190
str-144,WBGene00006191
C09H5.5,WBGene00006191
str-145,WBGene00006192
F58G4.7,WBGene00006192
str-146,WBGene00006193
F58G4.6,WBGene00006193
str-147,WBGene00006194
C12D5.1,WBGene00006194
str-148,WBGene00006195
M01D1.1,WBGene00006195
str-149,WBGene00006196
Y32B12B.5,WBGene00006196
str-150,WBGene00006197
T03E6.4,WBGene00006197
str-151,WBGene00006198
T03E6.1,WBGene00006198
str-153,WBGene00006199
Y9C9A.7,WBGene00006199
str-154,WBGene00006200
Y45G12C.12,WBGene00006200
str-155,WBGene00006201
Y9C9A.10,WBGene00006201
str-156,WBGene00006202
Y9C9A.11,WBGene00006202
str-158,WBGene00006203
Y9C9A.9,WBGene00006203
str-159,WBGene00006204
Y9C9A.18,WBGene00006204
str-160,WBGene00006205
ZK697.10,WBGene00006205
str-161,WBGene00006206
T08B6.3,WBGene00006206
str-162,WBGene00006207
E03H12.1,WBGene00006207
str-163,WBGene00006208
Y9C9A.3,WBGene00006208
str-164,WBGene00006209
Y9C9A.2,WBGene00006209
str-165,WBGene00006210
F55B12.6,WBGene00006210
str-166,WBGene00006211
T08B6.6,WBGene00006211
str-168,WBGene00006212
Y9C9A.6,WBGene00006212
str-169,WBGene00006213
Y9C9A.4,WBGene00006213
str-170,WBGene00006214
T08B6.7,WBGene00006214
str-171,WBGene00006215
T01G5.5,WBGene00006215
str-172,WBGene00006216
Y17G9A.5,WBGene00006216
str-173,WBGene00006217
Y17G9A.1,WBGene00006217
str-174,WBGene00006218
Y17G9A.7,WBGene00006218
str-175,WBGene00006219
Y17G9A.6,WBGene00006219
str-176,WBGene00006220
T01B11.5,WBGene00006220
str-177,WBGene00006221
T18H9.4,WBGene00006221
str-178,WBGene00006222
R11D1.5,WBGene00006222
str-179,WBGene00006223
F36H5.7,WBGene00006223
str-180,WBGene00006224
T10H9.6,WBGene00006224
str-181,WBGene00006225
R11D1.6,WBGene00006225
str-182,WBGene00006226
C12D8.12,WBGene00006226
str-183,WBGene00006227
T13F3.1,WBGene00006227
str-185,WBGene00006228
R08C7.7,WBGene00006228
str-187,WBGene00006229
F26D10.8,WBGene00006229
str-188,WBGene00006230
F40F9.4,WBGene00006230
str-190,WBGene00006231
C18B10.7,WBGene00006231
str-193,WBGene00006232
C50C10.6,WBGene00006232
str-196,WBGene00006233
T01G6.3,WBGene00006233
str-198,WBGene00006234
ZK285.1,WBGene00006234
str-199,WBGene00006235
Y68A4A.3,WBGene00006235
str-200,WBGene00006236
F20E11.4,WBGene00006236
str-204,WBGene00006237
F10D2.1,WBGene00006237
str-205,WBGene00006238
C02E7.9,WBGene00006238
str-206,WBGene00006239
W06H8.7,WBGene00006239
str-207,WBGene00006240
F26G5.4,WBGene00006240
str-208,WBGene00006241
F26G5.2,WBGene00006241
str-209,WBGene00006242
F26G5.5,WBGene00006242
str-210,WBGene00006243
F26G5.11,WBGene00006243
str-211,WBGene00006244
C02E7.13,WBGene00006244
str-212,WBGene00006245
C02E7.12,WBGene00006245
str-213,WBGene00006246
C02E7.11,WBGene00006246
str-214,WBGene00006247
C31A11.9,WBGene00006247
str-216,WBGene00006248
K02H11.5,WBGene00006248
str-217,WBGene00006249
Y102A5C.28,WBGene00006249
str-219,WBGene00006250
C42D4.10,WBGene00006250
str-220,WBGene00006251
C42D4.9,WBGene00006251
str-221,WBGene00006252
Y46H3D.2,WBGene00006252
str-222,WBGene00006253
Y46H3D.3,WBGene00006253
str-223,WBGene00006254
F49C5.6,WBGene00006254
str-224,WBGene00006255
K10C9.8,WBGene00006255
str-225,WBGene00006256
C07G3.6,WBGene00006256
str-226,WBGene00006257
C07G3.4,WBGene00006257
str-227,WBGene00006258
C07G3.3,WBGene00006258
str-228,WBGene00006259
C07G3.5,WBGene00006259
str-229,WBGene00006260
C17E7.11,WBGene00006260
str-230,WBGene00006261
T16A9.2,WBGene00006261
str-231,WBGene00006262
C06C6.3,WBGene00006262
str-232,WBGene00006263
T10C6.1,WBGene00006263
str-233,WBGene00006264
C06C6.2,WBGene00006264
str-236,WBGene00006265
K02H11.3,WBGene00006265
str-238,WBGene00006266
R09E12.4,WBGene00006266
str-239,WBGene00006267
K02H11.1,WBGene00006267
str-240,WBGene00006268
K02H11.2,WBGene00006268
str-242,WBGene00006269
Y73C8C.1,WBGene00006269
str-243,WBGene00006270
K02H11.7,WBGene00006270
str-244,WBGene00006271
C50H11.9,WBGene00006271
str-245,WBGene00006272
F32A7.7,WBGene00006272
str-246,WBGene00006273
W09D6.3,WBGene00006273
str-247,WBGene00006274
B0213.9,WBGene00006274
str-248,WBGene00006275
C55A1.3,WBGene00006275
str-249,WBGene00006276
C42D4.12,WBGene00006276
str-250,WBGene00006277
C06B3.10,WBGene00006277
str-252,WBGene00006278
C06B3.9,WBGene00006278
str-253,WBGene00006279
F41B5.8,WBGene00006279
str-254,WBGene00006280
F10A3.9,WBGene00006280
str-255,WBGene00006281
C45H4.15,WBGene00006281
str-256,WBGene00006282
T01G6.9,WBGene00006282
str-257,WBGene00006283
C01B4.1,WBGene00006283
str-258,WBGene00006284
C01B4.3,WBGene00006284
str-259,WBGene00006285
C18B10.10,WBGene00006285
str-260,WBGene00006286
T24A6.6,WBGene00006286
str-261,WBGene00006287
W09D6.2,WBGene00006287
str-262,WBGene00006288
C05E4.13,WBGene00006288
str-263,WBGene00006289
B0391.12,WBGene00006289
sue-1,WBGene00006306
F07A5.5,WBGene00006306
suf-1,WBGene00006307
F28C6.6,WBGene00006307
sul-1,WBGene00006308
K09C4.8,WBGene00006308
sul-2,WBGene00006309
D1014.1,WBGene00006309
sul-3,WBGene00006310
C54D2.4,WBGene00006310
sun-1,WBGene00006311
F57B1.2,WBGene00006311
sup-5,WBGene00006314
B0523.t1,WBGene00006314
sup-6,WBGene00006315
F58G1.10,WBGene00006315
sup-7,WBGene00006316
C03B1.t1,WBGene00006316
sup-9,WBGene00006318
F34D6.3,WBGene00006318
sup-10,WBGene00006319
R09G11.1,WBGene00006319
sup-12,WBGene00006321
T22B2.4,WBGene00006321
sup-17,WBGene00006324
DY3.7,WBGene00006324
sup-21,WBGene00006327
C06E2.t1,WBGene00006327
sup-24,WBGene00006330
Y73F8A.t2,WBGene00006330
sup-26,WBGene00006331
R10E4.2,WBGene00006331
sup-28,WBGene00006333
C48C5.t6,WBGene00006333
sup-29,WBGene00006334
Y37E11AL.t1,WBGene00006334
sup-33,WBGene00006338
D1073.t1,WBGene00006338
sup-37,WBGene00006342
C01B7.1,WBGene00006342
sup-39,WBGene00006344
C15F1.9,WBGene00006344
sur-2,WBGene00006349
F39B2.4,WBGene00006349
sur-5,WBGene00006351
K03A1.5,WBGene00006351
sur-6,WBGene00006352
F26E4.1,WBGene00006352
sur-7,WBGene00006353
F01G12.2,WBGene00006353
swp-1,WBGene00006359
B0336.9,WBGene00006359
syd-1,WBGene00006363
F35D2.5,WBGene00006363
syd-2,WBGene00006364
F59F5.6,WBGene00006364
syg-1,WBGene00006365
K02E10.8,WBGene00006365
sym-1,WBGene00006366
C44H4.3,WBGene00006366
sym-2,WBGene00006367
ZK1067.6,WBGene00006367
sym-3,WBGene00006368
C54H2.1,WBGene00006368
sym-4,WBGene00006369
R03E1.1,WBGene00006369
syx-3,WBGene00006371
F35C8.4,WBGene00006371
syx-2,WBGene00006372
F48F7.2,WBGene00006372
syx-5,WBGene00006373
F55A11.2,WBGene00006373
syx-4,WBGene00006374
T01B11.3,WBGene00006374
syp-1,WBGene00006375
F26D2.2,WBGene00006375
syp-2,WBGene00006376
C24G6.1,WBGene00006376
syp-3,WBGene00006377
F39H2.4,WBGene00006377
sys-1,WBGene00006379
T23D8.9,WBGene00006379
tab-1,WBGene00006380
F31E8.3,WBGene00006380
tac-1,WBGene00006381
Y54E2A.3,WBGene00006381
taf-1,WBGene00006382
W04A8.7,WBGene00006382
taf-2,WBGene00006383
Y37E11B.4,WBGene00006383
taf-3,WBGene00006384
C11G6.1,WBGene00006384
taf-4,WBGene00006385
R119.6,WBGene00006385
taf-5,WBGene00006386
F30F8.8,WBGene00006386
taf-6.1,WBGene00006387
W09B6.2,WBGene00006387
taf-7.1,WBGene00006388
F54F7.1,WBGene00006388
taf-7.2,WBGene00006389
Y111B2A.16,WBGene00006389
taf-8,WBGene00006390
ZK1320.12,WBGene00006390
taf-9,WBGene00006391
T12D8.7,WBGene00006391
taf-10,WBGene00006392
K03B4.3,WBGene00006392
taf-11.1,WBGene00006393
F48D6.1,WBGene00006393
taf-11.2,WBGene00006394
K10D3.3,WBGene00006394
taf-11.3,WBGene00006395
F43D9.5,WBGene00006395
taf-12,WBGene00006396
Y56A3A.4,WBGene00006396
taf-13,WBGene00006397
C14A4.10,WBGene00006397
tag-4,WBGene00006399
ZK337.4,WBGene00006399
fut-3,WBGene00006402
F59E12.13,WBGene00006402
tag-10,WBGene00006404
C31C9.1,WBGene00006404
itsn-1,WBGene00006405
Y116A8C.36,WBGene00006405
srgp-1,WBGene00006406
F12F6.5,WBGene00006406
lim-9,WBGene00006407
F25H5.1,WBGene00006407
tag-18,WBGene00006408
T14G12.3,WBGene00006408
hdl-2,WBGene00006409
C09G9.4,WBGene00006409
nck-1,WBGene00006410
ZK470.5,WBGene00006410
octr-1,WBGene00006411
F14D12.6,WBGene00006411
nlg-1,WBGene00006412
C40C9.5,WBGene00006412
raga-1,WBGene00006414
T24F1.1,WBGene00006414
tag-30,WBGene00006415
F38H4.7,WBGene00006415
sams-5,WBGene00006416
T13A10.11,WBGene00006416
spl-2,WBGene00006418
B0222.4,WBGene00006418
oac-39,WBGene00006419
R02C2.3,WBGene00006419
asd-2,WBGene00006423
T21G5.5,WBGene00006423
ctbp-1,WBGene00006424
F49E10.5,WBGene00006424
tkr-3,WBGene00006428
AC7.1,WBGene00006428
arrd-3,WBGene00006429
M176.1,WBGene00006429
tag-51,WBGene00006430
K02F3.1,WBGene00006430
tag-52,WBGene00006431
C02F12.4,WBGene00006431
atrn-1,WBGene00006432
F33C8.1,WBGene00006432
sdhb-1,WBGene00006433
F42A8.2,WBGene00006433
prdx-2,WBGene00006434
F09E5.15,WBGene00006434
stdh-4,WBGene00006435
F25G6.5,WBGene00006435
ttn-1,WBGene00006436
W06H8.8,WBGene00006436
mrck-1,WBGene00006437
K08B12.5,WBGene00006437
nrfl-1,WBGene00006438
C01F6.6,WBGene00006438
ant-1.1,WBGene00006439
T27E9.1,WBGene00006439
nefr-1,WBGene00006440
Y47G6A.28,WBGene00006440
cpna-4,WBGene00006441
Y73F8A.19,WBGene00006441
tag-65,WBGene00006442
F58G11.5,WBGene00006442
pak-2,WBGene00006443
C45B11.1,WBGene00006443
shn-1,WBGene00006444
C33B4.3,WBGene00006444
tag-68,WBGene00006445
F37D6.6,WBGene00006445
atx-3,WBGene00006446
F28F8.6,WBGene00006446
tag-72,WBGene00006447
C25A1.3,WBGene00006447
glod-4,WBGene00006448
C16C10.10,WBGene00006448
alg-4,WBGene00006449
ZK757.3,WBGene00006449
tag-77,WBGene00006450
C28C12.10,WBGene00006450
heh-1,WBGene00006452
R148.6,WBGene00006452
aex-4,WBGene00006454
T14G12.2,WBGene00006454
tag-89,WBGene00006459
H02I12.3,WBGene00006459
ppm-1.A,WBGene00006460
F25D1.1,WBGene00006460
tag-96,WBGene00006461
M01D7.4,WBGene00006461
svh-5,WBGene00006462
C33A11.4,WBGene00006462
nduf-2.2,WBGene00006463
T26A5.3,WBGene00006463
bath-47,WBGene00006464
T07H3.1,WBGene00006464
fntb-1,WBGene00006465
F23B12.6,WBGene00006465
tag-115,WBGene00006466
JC8.13,WBGene00006466
magu-2,WBGene00006467
C01B7.4,WBGene00006467
rhgf-1,WBGene00006468
F13E6.6,WBGene00006468
tag-120,WBGene00006470
F40F9.2,WBGene00006470
nhr-233,WBGene00006471
Y32B12B.6,WBGene00006471
tag-123,WBGene00006472
F08F1.7,WBGene00006472
tag-124,WBGene00006473
E02H1.3,WBGene00006473
wdr-5.1,WBGene00006474
C14B1.4,WBGene00006474
tyra-3,WBGene00006475
M03F4.3,WBGene00006475
rhgf-2,WBGene00006476
T08H4.1,WBGene00006476
chup-1,WBGene00006477
ZK721.1,WBGene00006477
tag-131,WBGene00006478
H38K22.3,WBGene00006478
tmbi-4,WBGene00006479
B0563.4,WBGene00006479
plrg-1,WBGene00006481
D1054.15,WBGene00006481
dgk-4,WBGene00006483
F42A9.1,WBGene00006483
tag-138,WBGene00006484
F08A8.6,WBGene00006484
zipt-16,WBGene00006486
T11F9.2,WBGene00006486
zipt-17,WBGene00006487
C30H6.2,WBGene00006487
zhit-3,WBGene00006489
ZK856.9,WBGene00006489
kdin-1,WBGene00006490
F36H1.2,WBGene00006490
acl-3,WBGene00006491
ZK809.2,WBGene00006491
let-391,WBGene00006492
C27A12.3,WBGene00006492
ivns-1,WBGene00006493
R09A8.3,WBGene00006493
zipt-7.2,WBGene00006494
H13N06.5,WBGene00006494
cpna-1,WBGene00006495
F31D5.3,WBGene00006495
cgef-1,WBGene00006496
C14A11.3,WBGene00006496
tag-151,WBGene00006497
F10G7.1,WBGene00006497
ten-1,WBGene00006498
R13F6.4,WBGene00006498
tag-153,WBGene00006499
F44A2.1,WBGene00006499
snx-3,WBGene00006503
W06D4.5,WBGene00006503
kcc-1,WBGene00006504
R13A1.2,WBGene00006504
lagr-1,WBGene00006505
Y6B3B.10,WBGene00006505
tns-1,WBGene00006508
M01E11.7,WBGene00006508
tag-164,WBGene00006509
Y76A2A.1,WBGene00006509
mtrr-1,WBGene00006510
C01G6.6,WBGene00006510
abcf-1,WBGene00006512
F18E2.2,WBGene00006512
rimb-1,WBGene00006513
Y39A3CL.2,WBGene00006513
tdp-1,WBGene00006514
F44G4.4,WBGene00006514
txdc-9,WBGene00006515
C05D11.3,WBGene00006515
vps-16,WBGene00006516
C05D11.2,WBGene00006516
madd-3,WBGene00006517
E02H4.3,WBGene00006517
bckd-1B,WBGene00006518
F27D4.5,WBGene00006518
cox-6A,WBGene00006519
F54D8.2,WBGene00006519
egli-1,WBGene00006520
D2013.10,WBGene00006520
abcx-1,WBGene00006522
C56E6.1,WBGene00006522
tam-1,WBGene00006523
F26G5.9,WBGene00006523
tap-1,WBGene00006524
C44H4.5,WBGene00006524
tax-2,WBGene00006525
F36F2.5,WBGene00006525
tax-4,WBGene00006526
ZC84.2,WBGene00006526
tax-6,WBGene00006527
C02F4.2,WBGene00006527
tba-1,WBGene00006528
F26E4.8,WBGene00006528
tba-2,WBGene00006529
C47B2.3,WBGene00006529
tba-4,WBGene00006530
F44F4.11,WBGene00006530
tba-5,WBGene00006531
F16D3.1,WBGene00006531
tba-6,WBGene00006532
F32H2.9,WBGene00006532
tba-7,WBGene00006533
T28D6.2,WBGene00006533
tba-8,WBGene00006534
ZK899.4,WBGene00006534
tba-9,WBGene00006535
F40F4.5,WBGene00006535
tbb-1,WBGene00006536
K01G5.7,WBGene00006536
tbb-2,WBGene00006537
C36E8.5,WBGene00006537
tbb-4,WBGene00006538
B0272.1,WBGene00006538
tbb-6,WBGene00006539
T04H1.9,WBGene00006539
tbg-1,WBGene00006540
F58A4.8,WBGene00006540
tbh-1,WBGene00006541
H13N06.6,WBGene00006541
tbp-1,WBGene00006542
T20B12.2,WBGene00006542
tbx-2,WBGene00006543
F21H11.3,WBGene00006543
tbx-7,WBGene00006544
ZK328.8,WBGene00006544
tbx-8,WBGene00006545
T07C4.2,WBGene00006545
tbx-9,WBGene00006546
T07C4.6,WBGene00006546
tbx-11,WBGene00006547
F40H6.4,WBGene00006547
tbx-30,WBGene00006549
Y59E9AR.3,WBGene00006549
tbx-31,WBGene00006550
C36C9.2,WBGene00006550
tbx-32,WBGene00006551
ZK380.1,WBGene00006551
tbx-33,WBGene00006552
Y66A7A.8,WBGene00006552
tbx-34,WBGene00006553
Y47D3A.10,WBGene00006553
tbx-35,WBGene00006554
ZK177.10,WBGene00006554
tbx-36,WBGene00006555
ZK829.5,WBGene00006555
tbx-37,WBGene00006556
Y47D3A.12,WBGene00006556
tbx-38,WBGene00006557
C24H11.3,WBGene00006557
tbx-39,WBGene00006558
Y73F8A.16,WBGene00006558
tbx-40,WBGene00006559
Y73F8A.17,WBGene00006559
tbx-41,WBGene00006560
T26C11.1,WBGene00006560
tcl-2,WBGene00006561
Y38C1AA.4,WBGene00006561
tdc-1,WBGene00006562
K01C8.3,WBGene00006562
teg-1,WBGene00006563
Y47D3A.27,WBGene00006563
tfg-1,WBGene00006565
Y63D3A.5,WBGene00006565
tgt-1,WBGene00006566
ZK829.6,WBGene00006566
tgt-2,WBGene00006567
Y39B6A.35,WBGene00006567
thk-1,WBGene00006568
Y43C5A.5,WBGene00006568
tig-2,WBGene00006570
F39G3.8,WBGene00006570
tim-1,WBGene00006571
Y75B8A.22,WBGene00006571
tin-9.1,WBGene00006572
C06G3.11,WBGene00006572
tin-10,WBGene00006573
Y66D12A.22,WBGene00006573
tin-13,WBGene00006574
DY3.1,WBGene00006574
tir-1,WBGene00006575
F13B10.1,WBGene00006575
tkr-1,WBGene00006576
C38C10.1,WBGene00006576
tlf-1,WBGene00006577
F39H11.2,WBGene00006577
tli-1,WBGene00006578
F25H2.1,WBGene00006578
tlk-1,WBGene00006579
C07A9.3,WBGene00006579
tlp-1,WBGene00006580
T23G4.1,WBGene00006580
tmd-2,WBGene00006582
C08D8.2,WBGene00006582
tnc-2,WBGene00006583
ZK673.7,WBGene00006583
tni-1,WBGene00006584
F42E11.4,WBGene00006584
tni-3,WBGene00006585
T20B3.2,WBGene00006585
tni-4,WBGene00006586
W03F8.1,WBGene00006586
tnt-2,WBGene00006587
F53A9.10,WBGene00006587
tnt-3,WBGene00006588
C14F5.3,WBGene00006588
tnt-4,WBGene00006589
T08B1.2,WBGene00006589
toc-1,WBGene00006590
ZC395.3,WBGene00006590
toh-1,WBGene00006591
T24A11.3,WBGene00006591
dpy-31,WBGene00006592
R151.5,WBGene00006592
tol-1,WBGene00006593
C07F11.1,WBGene00006593
tom-1,WBGene00006594
M01A10.2,WBGene00006594
top-1,WBGene00006595
M01E5.5,WBGene00006595
top-3,WBGene00006596
Y56A3A.27,WBGene00006596
tor-1,WBGene00006597
Y37A1B.12,WBGene00006597
tor-2,WBGene00006598
Y37A1B.13,WBGene00006598
tpa-1,WBGene00006599
B0545.1,WBGene00006599
tph-1,WBGene00006600
ZK1290.2,WBGene00006600
tpi-1,WBGene00006601
Y17G7B.7,WBGene00006601
tps-1,WBGene00006602
ZK54.2,WBGene00006602
tps-2,WBGene00006603
F19H8.1,WBGene00006603
tra-1,WBGene00006604
Y47D3A.6,WBGene00006604
tra-2,WBGene00006605
C15F1.3,WBGene00006605
tra-3,WBGene00006606
LLC1.1,WBGene00006606
tre-1,WBGene00006607
F57B10.7,WBGene00006607
tre-2,WBGene00006608
T05A12.2,WBGene00006608
tre-3,WBGene00006609
W05E10.4,WBGene00006609
tre-4,WBGene00006610
F15A2.2,WBGene00006610
tre-5,WBGene00006611
C23H3.7,WBGene00006611
trf-1,WBGene00006612
F45G2.6,WBGene00006612
trm-1,WBGene00006613
ZC376.5,WBGene00006613
trp-1,WBGene00006614
ZC21.2,WBGene00006614
trp-2,WBGene00006615
R06B10.4,WBGene00006615
trp-4,WBGene00006616
Y71A12B.4,WBGene00006616
tars-1,WBGene00006617
C47D12.6,WBGene00006617
trt-1,WBGene00006618
DY3.4,WBGene00006618
try-1,WBGene00006619
ZK546.15,WBGene00006619
svh-1,WBGene00006620
C07G1.1,WBGene00006620
try-3,WBGene00006621
C43G2.5,WBGene00006621
try-4,WBGene00006622
F31D4.6,WBGene00006622
try-5,WBGene00006623
K07B1.1,WBGene00006623
try-6,WBGene00006624
F48A9.3,WBGene00006624
try-7,WBGene00006625
ZC581.6,WBGene00006625
tsn-1,WBGene00006626
F10G7.2,WBGene00006626
tsp-1,WBGene00006627
C02F5.8,WBGene00006627
tsp-2,WBGene00006628
C02F5.11,WBGene00006628
tsp-3,WBGene00006629
Y39E4B.4,WBGene00006629
tsp-4,WBGene00006630
F53B2.2,WBGene00006630
tsp-5,WBGene00006631
Y45F10B.1,WBGene00006631
tsp-6,WBGene00006632
C14A11.1,WBGene00006632
tsp-7,WBGene00006633
T23D8.2,WBGene00006633
tsp-8,WBGene00006634
F33C8.3,WBGene00006634
tsp-9,WBGene00006635
C25G6.2,WBGene00006635
tsp-10,WBGene00006636
T14B4.4,WBGene00006636
tsp-11,WBGene00006637
B0563.2,WBGene00006637
tsp-12,WBGene00006638
T14G10.6,WBGene00006638
tsp-13,WBGene00006639
Y39B6A.6,WBGene00006639
tsp-14,WBGene00006640
F39C12.3,WBGene00006640
tsp-15,WBGene00006641
F53B6.1,WBGene00006641
tsp-16,WBGene00006642
F01E11.4,WBGene00006642
tsp-17,WBGene00006643
C02F12.1,WBGene00006643
tsp-18,WBGene00006644
F59G1.2,WBGene00006644
tsp-19,WBGene00006645
D2092.7,WBGene00006645
tsp-20,WBGene00006646
B0198.1,WBGene00006646
tsr-1,WBGene00006647
F53G2.6,WBGene00006647
ttb-1,WBGene00006648
W03F9.5,WBGene00006648
tth-1,WBGene00006649
F08F1.8,WBGene00006649
tts-1,WBGene00006650
F09E10.11,WBGene00006650
tts-2,WBGene00006651
R05H5.8,WBGene00006651
ttx-1,WBGene00006652
Y113G7A.6,WBGene00006652
ttx-3,WBGene00006654
C40H5.5,WBGene00006654
tub-1,WBGene00006655
F10B5.4,WBGene00006655
twk-1,WBGene00006656
F21C3.1,WBGene00006656
twk-2,WBGene00006657
T12C9.3,WBGene00006657
twk-3,WBGene00006658
M110.2,WBGene00006658
twk-4,WBGene00006659
ZK1067.5,WBGene00006659
twk-5,WBGene00006660
B0334.2,WBGene00006660
twk-6,WBGene00006661
F17C8.5,WBGene00006661
twk-7,WBGene00006662
F22B7.7,WBGene00006662
twk-8,WBGene00006663
ZC410.4,WBGene00006663
twk-9,WBGene00006664
ZK1251.8,WBGene00006664
twk-10,WBGene00006665
K04A8.4,WBGene00006665
twk-11,WBGene00006666
F20A1.7,WBGene00006666
twk-12,WBGene00006667
F29F11.4,WBGene00006667
twk-13,WBGene00006668
R04F11.4,WBGene00006668
twk-14,WBGene00006669
K01D12.4,WBGene00006669
twk-16,WBGene00006670
F52E4.4,WBGene00006670
twk-17,WBGene00006671
C44E12.3,WBGene00006671
twk-18,WBGene00006672
C24A3.6,WBGene00006672
twk-20,WBGene00006673
C40C9.1,WBGene00006673
twk-21,WBGene00006674
T01B4.1,WBGene00006674
twk-22,WBGene00006675
T01B4.2,WBGene00006675
twk-23,WBGene00006676
F19D8.1,WBGene00006676
twk-24,WBGene00006677
F55C5.3,WBGene00006677
twk-25,WBGene00006678
M04B2.5,WBGene00006678
twk-26,WBGene00006679
C33D12.3,WBGene00006679
twk-28,WBGene00006680
C52B9.6,WBGene00006680
twk-29,WBGene00006681
F46A9.3,WBGene00006681
twk-30,WBGene00006682
F36A2.4,WBGene00006682
twk-31,WBGene00006683
Y47D3B.5,WBGene00006683
twk-32,WBGene00006684
F53C11.6,WBGene00006684
twk-33,WBGene00006685
W06D12.5,WBGene00006685
twk-34,WBGene00006686
K06B4.12,WBGene00006686
twk-35,WBGene00006687
F31D4.7,WBGene00006687
twk-36,WBGene00006688
R12G8.2,WBGene00006688
twk-37,WBGene00006689
C48E7.9,WBGene00006689
twk-39,WBGene00006690
C24H11.8,WBGene00006690
twk-40,WBGene00006691
T28A8.1,WBGene00006691
twk-42,WBGene00006692
W06D12.2,WBGene00006692
twk-43,WBGene00006693
F32H5.7,WBGene00006693
twk-44,WBGene00006694
Y71H9A.1,WBGene00006694
twk-45,WBGene00006695
Y71H2AM.22,WBGene00006695
twk-46,WBGene00006696
Y39B6A.19,WBGene00006696
uaf-1,WBGene00006697
Y92C3B.2,WBGene00006697
uaf-2,WBGene00006698
Y116A8C.35,WBGene00006698
uba-1,WBGene00006699
C47E12.5,WBGene00006699
uba-2,WBGene00006700
W02A11.4,WBGene00006700
ubc-1,WBGene00006701
